narrator_id,n_interviews,n_segments,authority_stance,belonging_stance,composure_score_mean,composure_score_max,how_multimodal_score_mean,how_multimodal_score_max,n_discomposed_text,share_discomposed_text,share_composed_text,how_text_any_discomposed,n_discomposed,share_discomposed,share_composed,how_any_discomposed,region_label,region_6,outcome_3class
903,1,16,0.5375,0.45,0.475,0.8,0.543,0.8,7,0.4375,0.5625,1,9,0.5625,0.4375,1,rupture,default_rupture,Rupture
904,1,15,0.45,0.35,0.2,0.2,0.5429,0.6385,0,0.0,1.0,0,13,0.8667,0.1333,1,rupture,injury,Injury
906,1,25,0.496,0.426,0.222,0.45,0.3323,0.4727,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
907,1,16,0.5125,0.4594,0.35,0.7,0.4766,0.7,2,0.125,0.875,1,5,0.3125,0.6875,1,rupture,default_rupture,Rupture
908,1,20,0.525,0.345,0.325,0.6,0.3304,0.6,1,0.05,0.95,1,1,0.05,0.95,1,rupture,adaptive_rupture,Rupture
910,1,14,0.4286,0.2643,0.3857,0.65,0.4191,0.65,2,0.1429,0.8571,1,3,0.2143,0.7857,1,rupture,injury,Injury
911,1,18,0.5056,0.3889,0.2722,0.7,0.6661,0.923,1,0.0556,0.9444,1,17,0.9444,0.0556,1,rupture,adaptive_rupture,Rupture
912,1,19,0.5395,0.4026,0.3474,0.65,0.3879,0.65,3,0.1579,0.8421,1,3,0.1579,0.8421,1,rupture,adaptive_rupture,Rupture
914,1,13,0.5054,0.3715,0.2446,0.35,0.2961,0.3557,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
915,1,24,0.5021,0.4896,0.25,0.4,0.504,0.6824,0,0.0,1.0,0,11,0.4583,0.5417,1,rupture,default_rupture,Rupture
916,1,14,0.4893,0.375,0.2571,0.35,0.2574,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
917,1,12,0.5042,0.4458,0.525,0.8,0.6012,0.8,6,0.5,0.5,1,10,0.8333,0.1667,1,rupture,default_rupture,Rupture
919,1,19,0.5142,0.3411,0.1911,0.3,0.3859,0.479,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
920,1,17,0.5924,0.3753,0.2018,0.35,0.5323,0.6671,0,0.0,1.0,0,11,0.6471,0.3529,1,rupture,politicizing_rupture,Distrust
922,1,18,0.5083,0.3917,0.2861,0.45,0.4416,0.8719,0,0.0,1.0,0,4,0.2222,0.7778,1,rupture,adaptive_rupture,Rupture
923,1,17,0.5276,0.4306,0.2135,0.35,0.3982,0.4773,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
924,1,9,0.45,0.2889,0.1556,0.2,0.3188,0.3791,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
927,1,20,0.5225,0.5075,0.375,0.65,0.5528,0.7479,3,0.15,0.85,1,11,0.55,0.45,1,rupture,default_rupture,Rupture
928,1,15,0.53,0.4567,0.3033,0.45,0.6101,0.7785,0,0.0,1.0,0,12,0.8,0.2,1,rupture,default_rupture,Rupture
929,1,14,0.5729,0.4093,0.23,0.45,0.5637,0.6542,0,0.0,1.0,0,12,0.8571,0.1429,1,rupture,politicizing_rupture,Distrust
930,1,20,0.585,0.4375,0.255,0.45,0.298,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,distrust,Distrust
941,1,14,0.5,0.5,0.9679,1.0,0.9679,1.0,14,1.0,0.0,1,14,1.0,0.0,1,rupture,default_rupture,Rupture
942,1,20,0.5,0.5,0.9865,1.0,0.9865,1.0,20,1.0,0.0,1,20,1.0,0.0,1,rupture,default_rupture,Rupture
943,1,17,0.5,0.5,0.9559,1.0,0.9559,1.0,17,1.0,0.0,1,17,1.0,0.0,1,rupture,default_rupture,Rupture
945,1,10,0.5,0.5,1.0,1.0,1.0,1.0,10,1.0,0.0,1,10,1.0,0.0,1,rupture,default_rupture,Rupture
949,1,19,0.5,0.5,0.8789,0.95,0.902,0.95,19,1.0,0.0,1,19,1.0,0.0,1,rupture,default_rupture,Rupture
950,1,15,0.5,0.5,0.9707,1.0,0.9707,1.0,15,1.0,0.0,1,15,1.0,0.0,1,rupture,default_rupture,Rupture
955,1,12,0.5,0.5,0.9692,1.0,0.9692,1.0,12,1.0,0.0,1,12,1.0,0.0,1,rupture,default_rupture,Rupture
956,1,12,0.5,0.5,0.9583,1.0,0.9583,1.0,12,1.0,0.0,1,12,1.0,0.0,1,rupture,default_rupture,Rupture
958,1,13,0.5,0.5,0.9746,1.0,0.9746,1.0,13,1.0,0.0,1,13,1.0,0.0,1,rupture,default_rupture,Rupture
959,1,22,0.5,0.5,0.9864,1.0,0.9864,1.0,22,1.0,0.0,1,22,1.0,0.0,1,rupture,default_rupture,Rupture
960,1,12,0.5,0.5,0.9917,1.0,0.9917,1.0,12,1.0,0.0,1,12,1.0,0.0,1,rupture,default_rupture,Rupture
973,1,20,0.5025,0.47,0.325,0.55,0.5863,0.6593,2,0.1,0.9,1,20,1.0,0.0,1,rupture,default_rupture,Rupture
976,1,11,0.3591,0.2545,0.2591,0.3,0.5099,0.5795,0,0.0,1.0,0,6,0.5455,0.4545,1,rupture,injury,Injury
977,1,17,0.4618,0.1765,0.4206,0.55,0.4973,0.5967,2,0.1176,0.8824,1,8,0.4706,0.5294,1,rupture,injury,Injury
978,1,24,0.4225,0.2879,0.2771,0.35,0.7096,0.8164,0,0.0,1.0,0,24,1.0,0.0,1,rupture,injury,Injury
982,1,16,0.55,0.3438,0.2937,0.3,0.3853,0.6359,0,0.0,1.0,0,2,0.125,0.875,1,rupture,politicizing_rupture,Distrust
983,1,22,0.5023,0.2341,0.3909,0.45,0.5816,0.79,0,0.0,1.0,0,18,0.8182,0.1818,1,rupture,adaptive_rupture,Rupture
985,1,19,0.7,0.4711,0.3,0.3,0.4217,0.5607,0,0.0,1.0,0,5,0.2632,0.7368,1,rupture,distrust,Distrust
988,2,34,0.3853,0.1794,0.1559,0.2,0.3723,0.526,0,0.0,1.0,0,2,0.0588,0.9412,1,rupture,injury,Injury
989,2,39,0.4833,0.2192,0.4603,0.65,0.7469,0.9627,19,0.4872,0.5128,1,38,0.9744,0.0256,1,rupture,injury,Injury
991,1,21,0.5833,0.3476,0.3024,0.35,0.4309,0.565,0,0.0,1.0,0,5,0.2381,0.7619,1,rupture,politicizing_rupture,Distrust
993,1,17,0.5382,0.3382,0.3441,0.4,0.4249,0.4806,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
994,1,17,0.5206,0.2,0.3294,0.35,0.6471,0.8277,0,0.0,1.0,0,17,1.0,0.0,1,rupture,adaptive_rupture,Rupture
997,1,22,0.3909,0.2,0.2955,0.3,0.3302,0.4449,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
998,1,25,0.52,0.162,0.15,0.15,0.3964,0.5394,0,0.0,1.0,0,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
999,1,16,0.4563,0.2094,0.2,0.2,0.4218,0.491,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
1002,1,25,0.45,0.206,0.34,0.35,0.5801,0.9213,0,0.0,1.0,0,14,0.56,0.44,1,rupture,injury,Injury
1003,1,21,0.4929,0.1452,0.35,0.35,0.3833,0.4967,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
1004,1,25,0.55,0.284,0.32,0.35,0.4973,0.814,0,0.0,1.0,0,11,0.44,0.56,1,rupture,politicizing_rupture,Distrust
1005,1,25,0.45,0.24,0.29,0.35,0.3159,0.4819,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
1006,1,23,0.5,0.3326,0.2,0.2,0.4444,0.6061,0,0.0,1.0,0,5,0.2174,0.7826,1,rupture,adaptive_rupture,Rupture
1007,1,25,0.2,0.104,0.35,0.35,0.4319,0.5363,0,0.0,1.0,0,3,0.12,0.88,1,injury,injury,Injury
1008,1,25,0.766,0.2,0.15,0.15,0.4438,0.5915,0,0.0,1.0,0,5,0.2,0.8,1,rupture,politicizing_rupture,Distrust
1010,1,12,0.5,0.2667,0.4417,0.45,0.446,0.502,0,0.0,1.0,0,1,0.0833,0.9167,1,rupture,adaptive_rupture,Rupture
1013,1,16,0.8969,0.8,0.3938,0.45,0.5886,0.7571,0,0.0,1.0,0,13,0.8125,0.1875,1,distrust,distrust,Distrust
1019,1,20,0.3,0.155,0.15,0.15,0.2537,0.403,0,0.0,1.0,0,0,0.0,1.0,0,injury,injury,Injury
1053,1,20,0.53,0.33,0.455,0.55,0.5588,0.6973,2,0.1,0.9,1,12,0.6,0.4,1,rupture,adaptive_rupture,Rupture
1054,1,9,0.4889,0.2111,0.2167,0.25,0.3244,0.507,0,0.0,1.0,0,1,0.1111,0.8889,1,rupture,injury,Injury
1055,1,7,0.55,0.3,0.2,0.2,0.2832,0.3578,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
1056,1,9,0.35,0.2,0.25,0.25,0.3891,0.6174,0,0.0,1.0,0,1,0.1111,0.8889,1,rupture,injury,Injury
1057,1,7,0.5,0.4071,0.1429,0.2,0.4333,0.4867,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
1058,1,8,0.4187,0.2375,0.2063,0.25,0.2829,0.3521,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
1060,1,7,0.4786,0.35,0.1643,0.3,0.3908,0.6589,0,0.0,1.0,0,1,0.1429,0.8571,1,rupture,injury,Injury
1062,1,8,0.5071,0.3714,0.15,0.25,0.2986,0.3873,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
1063,1,7,0.45,0.1929,0.2,0.2,0.2493,0.3439,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
1064,1,11,0.3627,0.1964,0.4373,0.45,0.4948,0.5819,0,0.0,1.0,0,4,0.3636,0.6364,1,rupture,injury,Injury
1065,1,14,0.4536,0.175,0.2607,0.3,0.6805,0.9034,0,0.0,1.0,0,11,0.7857,0.2143,1,rupture,injury,Injury
1066,1,8,0.5125,0.3063,0.2125,0.25,0.3231,0.5476,0,0.0,1.0,0,1,0.125,0.875,1,rupture,adaptive_rupture,Rupture
1067,1,9,0.55,0.35,0.1722,0.2,0.3847,0.4809,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
1068,1,9,0.5111,0.1111,0.1556,0.2,0.2231,0.3206,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
1069,1,9,0.55,0.2889,0.2056,0.25,0.2356,0.2726,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
1070,1,17,0.45,0.2765,0.2324,0.25,0.3865,0.5902,0,0.0,1.0,0,1,0.0588,0.9412,1,rupture,injury,Injury
1071,1,18,0.3,0.2472,0.1917,0.2,0.4125,0.6227,0,0.0,1.0,0,2,0.1111,0.8889,1,rupture,injury,Injury
1075,1,17,0.5147,0.3971,0.2441,0.35,0.4197,0.5321,0,0.0,1.0,0,3,0.1765,0.8235,1,rupture,adaptive_rupture,Rupture
1076,1,19,0.7368,0.2,0.2763,0.3,0.3847,0.4502,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
1078,1,19,0.5132,0.2289,0.35,0.35,0.4245,0.4738,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
1082,1,25,0.45,0.198,0.372,0.45,0.4643,0.7052,0,0.0,1.0,0,5,0.2,0.8,1,rupture,injury,Injury
1083,1,25,0.526,0.448,0.2,0.2,0.3006,0.5366,0,0.0,1.0,0,1,0.04,0.96,1,rupture,default_rupture,Rupture
1084,1,25,0.302,0.332,0.458,0.55,0.4614,0.55,2,0.08,0.92,1,2,0.08,0.92,1,rupture,injury,Injury
